"","Most recent year:","#1 Ranked","#1 Ranked","#1 Ranked","#2 Ranked","#2 Ranked","#2 Ranked","#3 Ranked","#3 Ranked","#3 Ranked","#4 Ranked","#4 Ranked","#4 Ranked","#5 Ranked","#5 Ranked","#5 Ranked","#6 Ranked","#6 Ranked","#6 Ranked","#7 Ranked","#7 Ranked","#7 Ranked","#8 Ranked","#8 Ranked","#8 Ranked","#9 Ranked","#9 Ranked","#9 Ranked","#10 Ranked","#10 Ranked","#10 Ranked","Remaining native tree species","Remaining native tree species","Remaining native tree species","TOTAL native tree species","TOTAL native tree species","TOTAL native tree species","#1 Ranked","#1 Ranked","#1 Ranked","#2 Ranked","#2 Ranked","#2 Ranked","#3 Ranked","#3 Ranked","#3 Ranked","#4 Ranked","#4 Ranked","#4 Ranked","#5 Ranked","#5 Ranked","#5 Ranked","Remaining introduced tree species","Remaining introduced tree species","Remaining introduced tree species","TOTAL introduced tree species","TOTAL introduced tree species","TOTAL introduced tree species","Total growing stock","Total growing stock","Total growing stock"
"","Most recent year:","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest","Common name","Million m³","% of total growing stock in forest"
"New Caledonia","1980","Gya","4.11","6.31","Tamanou de montagne","2.99","4.59","","2.08","3.19","Houp","1.94","2.98","","1.68","2.58","Ralia","1.63","2.50","Paletuvier de montagne","1.61","2.47","Citronelle","1.31","2.01","Acacia","1.04","1.60","Hêtre","1.03","1.58","","44.21","67.85","","63.63","97.65","","","","","","","","","","","","","","","","","1.53","2.35","","1.53","2.35","","65.16",""
"New Zealand","2016","silver beech","563.26","13.68","red beech","456.00","11.07","kamahi","324.33","7.88","mountain beech","221.66","5.38","rimu","155.09","3.77","tawa","138.60","3.37","southern rata","95.35","2.32","hard beech","92.40","2.24","black beech","67.67","1.64","miro","49.78","1.21","","1202.20","29.20","","3366.34","81.75","radiata pine","707.85","17.19","Douglas fir","22.53","0.55","other exotic softwoods","10.63","0.26","exotic hardwoods","10.35","0.25","","0.00","0.00","","0.00","0.00","","751.36","18.25","","4117.7",""
"Nicaragua","2008","Ceiba","11.51","2.39","Leche María","6.16","1.28","María, Santa María","5.98","1.24","Pino Caribe","5.48","1.14","Cedro Macho","4.28","0.89","Nancitón","3.37","0.70","Guanacaste Negro","3.25","0.67","Almendro","2.16","0.45","Caoba del Atlán!co","1.04","0.22","Coyote","1.02","0.21","","437.49","90.81","","481.74","100.00","","","","","","","","","","","","","","","","","","","","","","","481.74",""
"Niger","","Sabara/ Sabra","","","Guieza/Goubou","","","Adoua/Garbey","","","Kalgo/Kossay","","","Tchiriri/Deligna","","","Baggaroua/Banigna","","","Gao /Gao","","","Maggaria/Darey","","","Goriba/ Kangaou","","","Kandili","","","","","","","","","Dogan yaro","","","Baniroua inbaka ounwa","","","Terminalia","","","","","","","","","","","","","","","","",""
"Nigeria","2016","African teak/Iroko","","","African mahogany","","","Sapele","","","Obeche/African Whitewood","","","Mitragyna africana","","","Apa","","","African balsam tree","","","Koso","","","Ayin-weere","","","African locust bean","","","","","","","","","Gmelina","","","teak","","","Eucalytus","","","pine","","","Neem","","","","","","","","","","",""
"Niue","2022","Moota","","","kafika","","","Toi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Norfolk Island","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North Macedonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Northern Mariana Islands","2004","","0.15","15.31","ahgao","0.09","9.18","kafu","0.09","9.18","","0.08","8.16","nonak","0.06","6.12","niyok","0.06","6.12","tangantangan","0.05","5.10","pahong","0.04","4.08","namis","0.04","4.08","Lemai","0.03","3.06","","0.29","29.59","","0.98","100.00","","","","","","","","","","","","","","","","","","","","","","","0.98",""
"Norway","2020","Norway spruce","490.59","41.43","Scots pine","350.00","29.56","Downy birch","192.55","16.26","Grey alder","21.16","1.79","European aspen","20.99","1.77","Silver birch","13.72","1.16","Goat willow","11.93","1.01","European mountain ash","11.78","0.99","English oak","10.64","0.90","Common alder","2.78","0.23","","42.04","3.55","","1168.18","98.65","Sitka spruce","10.93","0.92","Contorta pine","1.49","0.13","European silver fir (etc.)","1.46","0.12","Larch","1.05","0.09","Sycamore","0.72","0.06","","0.29","0.02","","15.94","1.35","","1184.12",""
"Oman","","السمر","","","السلم","","","لسدر","","","الغاف","","","لعلعلان","","","الصمغ العربي","","","السرح","","","اثب","","","عضب","","","ضبيان","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pakistan","2020","whit oak / Barungi","103.60","26.16","Chir Pine","63.72","16.09","Fir","49.80","12.58","Kail","45.02","11.37","Deodar","38.10","9.62","Oak","31.60","7.98","Spruce","29.30","7.40","Hors Chestnut","19.00","4.80","Phulahi","4.00","1.01","kikar","3.86","0.97","","8.00","2.02","","396","100.00","","","","","","","","","","","","","","","","","","","","","","","396",""
"Palau","","chebouch","","","chersachel","","","uduid","","","koranges","","","mesekui","","","tilol","","","cheritem","","","keam","","","keleacharm","","","ngmui","","","","","","","","","mahogany","","","acasia","","","albizia","","","chedebsungel ra ngebard","","","african tulip","","","","","","","","","","",""
"Palestine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Panama","2015","Cuipo","169.49","15.74","Mangle negro","53.30","4.95","Espavé","29.96","2.78","Bongo","24.67","2.29","Sangre","24.41","2.27","Caucho","16.45","1.53","Gavilán","13.35","1.24","Zapatero","11.24","1.04","Cortezo","10.42","0.97","Cativo","10.42","0.97","","674.27","62.62","","1037.98","96.40","Pino","38.75","3.60","","","","","","","","","","","","","","","","","38.75","3.60","","1076.73",""
"Papua New Guinea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paraguay","2022","Karanda'y","106.88","9.54","Guiaigui piré","61.07","5.45","Labón","59.09","5.27","Quebracho blanco","54.27","4.84","Palo lanza","46.89","4.19","Samu'u","44.52","3.97","Mistol","41.71","3.72","Coronillo","35.10","3.13","Kurupa'y ra","30.53","2.73","Guajaibi raí","30.20","2.70","","609.95","54.45","","1120.21","100.00","","","","","","","","","","","","","","","","","","","","","","","1120.21",""
"Peru","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Philippines","2015","Red lauan","185.03","100.00","White lauan","97.54","100.00","Taguile","97.34","100.00","Apitong","38.36","100.00","Ulayan","37.96","100.00","Mayapis","36.30","100.00","Saguimsim","23.34","100.00","Malaruhat","16.89","100.00","Yakal","14.43","100.00","Duguan","12.77","100.00","","723.61","100.00","","1283.57","100.00","Mangium","50.78","100.00","Mahogany","2.75","100.00","Yemane","1.47","100.00","Bagras","0.27","100.00","Rain tree","0.04","100.00","","0.00","","","55.31","100.00","","1338.88",""
"Pitcairn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Poland","2021","Scots Pine","1493.60","55.77","Pedunculate Oak, Sessile Oak","216.21","8.07","European Beech","193.44","7.22","Norway Spruce","155.11","5.79","Silver Birch","145.29","5.42","Black Alder","134.01","5.00","European Silver Fir","123.40","4.61","European Larch","45.78","1.71","Hornbeam","37.37","1.40","European Aspen","26.08","0.97","","85.32","3.19","","2655.61","99.15","Red Oak","9.37","0.35","Black Locust","7.14","0.27","Black Cherry","2.20","0.08","Douglas Fir","1.96","0.07","Austrian Pine","0.72","0.03","","1.37","0.05","","22.76","0.85","","2678.37",""
"Portugal","2020","Maritime pine","49.73","32.25","Cork oak","25.33","16.43","Holm oak","6.71","4.35","Stone pine","5.42","3.52","Chestnut","3.24","2.10","","2.69","1.74","","2.12","1.38","","0.63","0.41","","0.59","0.38","Carob tree","0.25","0.16","","10.51","6.82","","107.22","69.54","Eucalyptus","32.28","20.94","Cryptomeria","6.47","4.20","Pittosporum","1.40","0.91","","","","","","","","6.81","4.42","","46.96","30.46","","154.18",""
"Puerto Rico","2024","guaraguao","4.24","12.56","yagrumo hembra","1.32","3.91","roble blanco","1.02","3.02","moca","0.96","2.84","almácigo","0.87","2.58","espino rubial","0.76","2.25","palma real","0.75","2.22","guaba","0.68","2.01","laurel avispillo","0.62","1.84","yagrumo macho","0.62","1.84","","10.16","30.09","","22","65.15","tulipán africano","5.01","14.84","mangó","2.10","6.22","eucalipto","0.94","2.78","guamá americano","0.53","1.57","almendra","0.40","1.18","","2.79","8.26","","11.77","34.85","","33.77",""
"Qatar","","السمر","","","السلم","","","لسدر","","","الغاف","","","لعلعلان","","","الصمغ العربي","","","السرح","","","اثب","","","عضب","","","ضبيان","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Republic of Korea","2020","Red pine","284.27","27.32","Oak","159.26","15.31","Black pine","44.69","4.30","Korean pine","26.91","2.59","","","","","","","","","","","","","","","","","","","","381.20","36.64","","896.33","86.15","Japanese larch","56.56","5.44","Pitch pine","47.21","4.54","Japanese cypress","5.90","0.57","","","","","","","","34.45","3.31","","144.12","13.85","","1040.45",""
"Republic of Moldova","2015","Дуб скальный","10.84","23.88","Дуб черешчатый","10.54","23.22","Ясень","5.91","13.02","Липа","3.26","7.18","Граб","3.13","6.89","Тополь белый","0.88","1.94","Дуб пушистый","0.86","1.89","Клен","0.62","1.37","Ива белая","0.50","1.10","Вяз","0.39","0.86","","3.22","7.09","","40.15","88.44","Акация белая","3.84","8.46","Сосна","0.53","1.17","Береза","0.45","0.99","Орех грецкий","0.40","0.88","Другие интродуценты","0.03","0.07","","","","","5.25","11.56","","45.4",""
"Réunion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Romania","2018","Beech","881.51","37.43","Norway spruce","560.16","23.79","Sessile oak","176.31","7.49","Silver fir","160.07","6.80","European hornbeam","113.57","4.82","Turkey oak","68.10","2.89","Pedunculate oak","42.55","1.81","Black locust","29.01","1.23","Hungarian oak","23.66","1.00","European aspen","22.91","0.97","","263.31","11.18","","2341.16","99.42","","","","","","","","","","","","","","","","","13.63","0.58","","13.63","0.58","","2354.79",""
"Russian Federation","2023","Лиственница - 8 пород","24284.05","21.18","Береза -11 пород","22925.84","20.00","Сосна– 9 пород","22230.67","19.39","Ель – 8 пород","15259.52","13.31","Осина - 1 порода","10175.52","8.88","Сосна сибирская - 2 породы","5719.02","4.99","Пихта - 7 пород","4836.72","4.22","Липа - 7 пород","1876.00","1.64","Береза -3 породы","1540.66","1.34","Дуб - 11 пород","1367.92","1.19","","4431.62","3.87","","114647.54","100.00","-","0.00","0.00","-","0.00","0.00","-","0.00","0.00","-","0.00","0.00","-","0.00","0.00","","0.00","0.00","","0","0.00","","114647.54",""
"Rwanda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saint Barthélemy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saint Kitts and Nevis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saint Lucia","2009","Maho kochon","1.65","17.41","Gonmye","0.93","9.81","","0.73","7.70","Chatannye","0.40","4.22","Balata chyen","0.38","4.01","Bwa di mas","0.34","3.59","","0.34","3.59","","0.31","3.27","Lagli","0.30","3.16","","0.30","3.16","","3.80","40.08","","9.48","100.00","","","","","","","","","","","","","","","","","","","","","","","9.48",""
"Saint Martin (French Part)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Saint Pierre and Miquelon","2016","Sapin baumier","0.04","80.00","Epicéa noir et épicéa blanc","0.01","20.00","Bouleau à papier","0.00","0.00","Sorbier Amérique","0.00","0.00","","","","","","","","","","","","","","","","","","","","0.00","0.00","","0.05","100.00","Mélèze","0.00","0.00","","","","","","","","","","","","","","","","","0","0.00","","0.05",""
"Saint Vincent and the Grenadines","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"San Marino","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sao Tome and Principe","1990","Amoreira","","","Pau mole pau branco","","","Gogo","","","Pau-fêde","","","Pau figo/figo porco","","","Pau formiga","","","Viro","","","Marapião","","","","","","","","","","","","","","","Acácia","","","Cedrela","","","Jaqueira","","","Lotrineira/Eritrina","","","Fruteira","","","","","","","","","","",""
"Saudi Arabia","","العرعر السروي","","","العتم","","","التألب","","","السدر","","","الشبارق","","","اللوز الشرقي","","","السيال الحبشي","","","السلم","","","السمر","","","الكنهبل","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senegal","2004","mbep","36.73","11.00","Ratt","33.39","10.00","dimb","30.05","9.00","Venn","26.71","8.00","Santan","16.70","5.00","Wolosa","13.36","4.00","Sonn","13.36","4.00","Caïlcédrat","10.02","3.00","Tali","3.34","1.00","Tap","3.34","1.00","","146.92","44.00","","333.92","100.00","Eucalyptus","","","Filao","","","Gmelina","","","Teak","","","","","","","","","","","","","333.92",""
"Serbia","2022","Beech (bukva)","225.38","37.71","Turkey oak (cer)","76.44","12.79","Sessile oak (kitnjak)","35.12","5.88","Spruce (smrca)","34.13","5.71","Hungarian oak, (sladun)","28.63","4.79","Hornbeam, (grab)","25.64","4.29","Black pine, (crni bor)","24.23","4.05","Fir, (jela)","13.18","2.21","Pedunculate oak, (luznjak)","11.34","1.90","Flowering ash, (jasen)","9.29","1.55","","82.61","13.82","","565.99","94.71","Black locust, (bagrem)","19.71","3.30","American ash, (americki jasen)","0.84","0.14","Douglas fir (Duglazija)","0.74","0.12","Boxelder, (negundo)","0.62","0.10","Eastern white pine, (Vajmutov bor)","0.54","0.09","","9.16","1.53","","31.61","5.29","","597.6",""
"Seychelles","2022","screw-pine","","","Jellyfish Tree","","","bois rouge","","","bois de fer","","","coco de mer","","","","","","","","","","","","","","","","","","","","","","","","Slash Pine","","","Eucalyptus","","","Tecoma","","","Filao","","","Araucaria","","","","","","","","","","",""
"Sierra Leone","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Singapore","2020","Silver Back Tree","","","Tiup-tiup","","","Common Rhu","","","Simpoh Air","","","Sea Almond, Ketapang","","","Kasap, Common Rough Laurel","","","Wild Yellow Kandis","","","Wild Cinnamon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sint Maarten (Dutch part)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slovakia","2022","European beech","191.34","35.40","Norway spruce","133.11","24.62","Oaks","73.64","13.62","Pines","35.52","6.57","European silver fir","27.92","5.16","European hornbeam","25.86","4.78","European larch","15.17","2.81","Maples","10.57","1.96","Ashes","10.25","1.90","Birch","3.35","0.62","","5.13","0.95","","531.86","98.39","Black locust","3.79","0.70","Black pine","2.17","0.40","Populus I214 and Robusta","1.56","0.29","","0.54","0.10","Douglas fir","0.37","0.07","","0.28","0.05","","8.71","1.61","","540.57",""
"Slovenia","2021","Common Beech","115.38","30.56","Norway Spruce","111.09","29.43","Fir","30.26","8.02","Sessile oak","18.37","4.87","Scots pine","15.91","4.21","Maple","13.63","3.61","Hornbeam","9.91","2.63","Larch","6.15","1.63","Chestnut","5.77","1.53","Hop Hornbeam","5.33","1.41","","45.70","12.11","","377.5","100.00","","","","","","","","","","","","","","","","","","","","","","","377.5",""
"Solomon Islands","2017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Somalia","2023","Dhamas","","","Dhiigtaar","","","Tugaar","","","Gumar","","","Qaydar","","","Weger","","","Canjeel","","","Garbi","","","Adadag","","","Higlo","","","","","","","","","Baxerasaaf","","","Boordi","","","Geed hindi","","","Geed walaayo","","","Garawaa","","","","","","","","","","",""
"South Africa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Patula pine","24.00","16.90","Rose gum","35.00","24.65","Slash pine","24.00","16.90","Black wattle","24.00","16.90","","35.00","24.65","","","","","142","100.00","","142",""
"South Sudan","","Okoume","","","Lalob","","","African oil bean","","","Camel's foot leaf tree","","","African celtis","","","Wild pig","","","Indian jujube / Buffalo thorn","","","White-leaved raisin","","","Maroola plum / Marula tree","","","Apple ring acacia","","","","","","","","","Band","","","Hashab","","","","","","","","","","","","","","","","","","","",""
"Spain","2022","Pino silvestre o albar","225.14","16.88","Pino resinero","181.54","13.61","Pino carrasco","109.51","8.21","Pino laricio, salgareño o negral","120.27","9.02","Haya","85.70","6.42","Encina","81.19","6.09","Melojo rebollo y roble pubescente","74.80","5.61","Roble","32.98","2.47","Castaño","30.94","2.32","Pino piñonero","30.11","2.26","","195.31","14.64","","1167.49","87.53","Eucalipto globulus","72.24","5.42","Pino radiata, insigne o","64.88","4.86","Chopo híbrido","13.22","0.99","Eucalipto rostrata","5.34","0.40","Pseudotsuga","2.40","0.18","","8.29","0.62","","166.37","12.47","","1333.86",""
"Sri Lanka","","Weera","","","Peacock Chaste","","","Ceylon Satinwood","","","Trincomali Wood","","","Dragons Eye","","","Bidi Leaf tree","","","Cork-leaved Bayur","","","Ceylon Oak","","","Java Plum","","","Bitter Nutmeg","","","","","","","","","Teak","","","Rose Gum / Flooded Gum","","","Caribbean Pine","","","African Mahogany","","","","","","","","","","","","","",""
"Sudan","2019","Heglil","91.27","26.52","Sahab","66.14","19.22","","47.50","13.80","Arad","46.11","13.40","","29.02","8.43","Himmeid","21.44","6.23","","12.54","3.64","","12.19","3.54","","10.10","2.94","Hashab","7.80","2.27","","","","","344.11","100.00","","","","","","","","","","","","","","","","","","","","","","","344.11",""
"Suriname","2017","Walaba","628.60","13.73","Kwepi or Anawra or Fungu type","213.46","4.66","Boletri","177.73","3.88","Basralokus","176.38","3.85","Berg Umabarklak","157.62","3.44","Ingipipa","150.39","3.29","Mora-bukeya","133.34","2.91","Rode Sali","133.21","2.91","Kopi","130.04","2.84","Barklak or Tete-udu type","122.16","2.67","","2553.85","55.80","","4576.78","100.00","","","","","","","","","","","","","","","","","","","","","","","4576.78",""
"Svalbard and Jan Mayen Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sweden","2020","Scots pine","1415.00","39.92","Norway spruce","1387.00","39.13","Birch","455.00","12.83","Aspen","64.00","1.81","Oak","45.00","1.27","Black alder","43.00","1.21","Beech","23.00","0.65","Sallow","17.00","0.48","Grey alder","16.00","0.45","Rowan","7.00","0.20","","21.00","0.59","","3493","98.53","Contorta pine","52.00","1.47","","","","","","","","","","","","","","","","","52","1.47","","3545",""
"Switzerland","2020","Norway spruce","184.21","42.20","Beech","78.46","17.97","European Silver fir","68.07","15.59","European Larch","27.73","6.35","Ash","15.35","3.52","Sycamore","14.04","3.22","Scots pine","9.49","2.17","Sweet chestnut","5.85","1.34","Sessile oak","4.09","0.94","Pedunculate oak","3.39","0.78","","22.28","5.10","","432.96","99.19","Douglas fir","1.93","0.44","Black locust","0.52","0.12","Red oak","0.32","0.07","Weymouth pine","0.26","0.06","non native Populus","0.19","0.04","","0.32","0.07","","3.54","0.81","","436.5",""
"Syrian Arab Republic","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tajikistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Thailand","","Teak","","","Yang","","","Siamese rosewood","","","Iron wood","","","Teng","","","Burmese","","","Blackwoood","","","","","","","","","","","","","","","","","","rubber","","","","","","","","","","","","","","","","","","","","","","",""
"Timor-Leste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Togo","2021","","9.63","9.45","","7.81","7.66","","5.93","5.82","","5.38","5.28","","2.87","2.82","","2.38","2.34","","2.45","2.40","","2.23","2.19","","2.05","2.01","","2.05","2.01","","57.91","56.82","","100.69","98.79","","1.15","1.13","","0.05","0.05","","0.01","0.01","","0.01","0.01","","0.01","0.01","","0.00","0.00","","1.23","1.21","","101.92",""
"Tokelau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tonga","2023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trinidad and Tobago","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tunisia","2005","Pin d'Alep","10.56","48.02","Chêne liège","4.36","19.83","Chêne zeen","1.00","4.55","Thuya","0.41","1.86","Pin maritime","0.33","1.50","Genévrier rouge","0.24","1.09","Acacia tortilis","0.12","0.55","Cyprés","0.08","0.36","Chêne vert","0.01","0.05","","","","","1.94","8.82","","19.05","86.63","Eucalyptus","0.77","3.50","Pin pignon","0.75","3.41","Acacia sp","0.58","2.64","","","","","","","","0.84","3.82","","2.94","13.37","","21.99",""
"Türkiye","2023","Black pine","400.96","23.30","Turkish red pine","353.65","20.55","Beech","351.85","20.44","Scots pine","158.58","9.21","Oak","153.91","8.94","Fir","121.79","7.08","Spruce","77.35","4.49","Juniperus","34.79","2.02","Cedrus","25.01","1.45","Alder","12.14","0.71","","25.22","1.47","","1715.25","99.65","Maritime pine","5.59","0.32","Eucalyptus","0.15","0.01","Monterey pine","0.14","0.01","Elderica pine","0.04","0.00","Douglas fir","0.02","0.00","","0.00","0.00","","5.94","0.35","","1721.19",""
"Turkmenistan","2005","White haloxilon","7.50","51.69","Black haloxilon","1.80","12.41","Juniper","1.50","10.34","Pistachio","0.15","1.03","Kandym","0.06","0.41","Soljanka","0.04","0.28","Derjziderevo","0.07","0.48","Maple","0.02","0.14","Elm","0.02","0.14","","","","","3.35","23.09","","14.51","100.00","","","","","","","","","","","","","","","","","","","","","","","14.51",""
"Turks and Caicos Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tuvalu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Uganda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Arab Emirates","2023","السمر","","","السلم","","","السدر","","","الغاف","","","لعلعلان","","","الصمغ العربي","","","السرح","","","اثب","","","عضب","","","ضبيان","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"United Kingdom of Great Britain and Northern Ireland","2022","Oak","75.00","11.16","Scots pine","59.00","8.78","Ash","42.00","6.25","Beech","31.00","4.61","Birch","28.00","4.17","Alder","12.00","1.79","Hazel","9.00","1.34","Willow","7.00","1.04","Hawthorn","4.00","0.60","","","","","0.00","0.00","","267","39.73","Sitka spruce","221.00","32.89","Larches","34.00","5.06","Sycamore","27.00","4.02","Norway spruce","22.00","3.27","Douglas fir","19.00","2.83","","82.00","12.20","","405","60.27","","672",""
"United Republic of Tanzania","","African pencil cedar","","","Red stinkwood","","","Elgon teak","","","Meru Oak","","","Mbambakofi","","","Bushwillow","","","Mikoko","","","Baobab","","","Euphorbia","","","Acacia","","","","","","","","","Cypress","","","Pinus","","","Eucalypts","","","Grevillia","","","Casuarina","","","","","","","","","","",""
"United States of America","2022","Douglas-fir","5318.06","11.82","loblolly pine","4226.03","9.40","red maple","1725.72","3.84","ponderosa pine","1645.76","3.66","yellow poplar","1463.97","3.26","western hemlock","1435.68","3.19","white oak","1367.99","3.04","sugar maple","1210.87","2.69","northern red oak","1031.00","2.29","sweetgum","918.13","2.04","","24452.01","54.37","","44795.22","99.60","Norway spruce","38.65","0.09","Chinese tallowtree","24.24","0.05","Scotch pine","19.35","0.04","ailanthus","19.31","0.04","grand eucalyptus","9.98","0.02","","68.98","0.15","","180.51","0.40","","44975.73",""
"United States Virgin Islands","2024","black mampoo","0.08","12.70","gumbo limbo","0.04","6.35","water mampoo","0.04","6.35","bodywood","0.03","4.76","spineless wattle","0.02","3.17","cabbagebark tree","0.02","3.17","white cinnamon","0.01","1.59","puckhout","0.01","1.59","Spanish elm","0.01","1.59","camito de perro","0.01","1.59","","0.07","11.11","","0.34","53.97","Spanish lime","0.13","20.63","West Indian maogany","0.07","11.11","mango","0.03","4.76","woman's tounge","0.01","1.59","sapodilla","0.02","3.17","","0.03","4.76","","0.29","46.03","","0.63",""
"Uruguay","2020","Blanquillo","15.76","6.21","Mataojo","13.16","5.19","Coronilla","8.42","3.32","Ceibo","5.07","2.00","Sauce Criollo","5.02","1.98","Aruera","4.82","1.90","Chal-Chal","3.99","1.57","Arrayan","3.96","1.56","Palo de leche","3.76","1.48","Molle","3.74","1.47","","41.93","16.53","","109.63","43.21","","48.20","19.00","Eucalyptus rosado","39.14","15.43","","30.99","12.21","Eucalyptus blanco","10.84","4.27","Eucalyptus colorado","9.83","3.87","","5.08","2.00","","144.08","56.79","","253.71",""
"Uzbekistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vanuatu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Venezuela (Bolivarian Republic of)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Viet Nam","2020","Khao","","","Truong chua","","","Nhoc den","","","Cho xanh","","","Tau mat","","","Truong","","","Gol nep","","","De cau","","","Re vang","","","Voi thuoc","","","","","","","","","Keo tai tượng","","","Keo lai","","","Bạch đàn trắng","","","Bạch đàn lai","","","Bạch đàn urô","","","","","","","","","","",""
"Wallis and Futuna Islands","2009","Niu, Cocotier","","","Fau, Hibiscus à feuille de tilleul","","","Higano, Sigano, Pandanus","","","Lepo, Pata","","","Tavai, Sumac","","","Togovao, Cerisier bleu","","","Kolotolu, Cardinal(ier)","","","Kaukau'uli","","","Tasili","","","","","","","","","","","","Pin des Caraïbes","","","","","","","","","","","","","","","","","","","","","","",""
