regions,subregions,iso3,iso2,m49,name,Desk study,year,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_primary,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1b_primaryForestBoreal,1b_primaryForestTemperate,1b_primaryForestSubTropical,1b_primaryForestTropical,1c_bamboos,1c_mangroves,1c_rubber,1e_palms,1e_treeOrchards,1e_agroforestry,1e_treesUrbanSettings,1e_other,2a_gs_ha_nat_reg,2a_gs_ha_primary,2a_gs_ha_introduced,2a_gs_ha_forest,2a_gs_ha_plantation,2a_gs_ha_planted,2a_gs_ha_owl,2a_gs_ha_other_planted,2a_gs_tot_nat_reg,2a_gs_total_primary,2a_gs_total_introduced,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2c_agb_total,2c_bgb_total,2c_dwb_total,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_carbon_agb_total,2d_carbon_bgb_total,2d_carbon_dw_total,2d_carbon_litter_total,2d_carbon_soil_total,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no,3a_prim_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_other,4a_fo_unknown,4b_pub_admin,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,4b_other,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area
"Africa","Eastern and Southern Africa","AGO","AO","024","Angola","No","1990","77533.29","28985.86","124670.00","77417.91","30224.15","115.38","115.38","115.38","0.00","0.00","0.00","0.00","30224.15","0.00","29.53","0.00","","","","","","35.34","38.60","130.00","35.48","130.00","130.00","6.80","","2735.95","1166.65","15.00","15.00","15.00","0.00","2750.95","197.10","","","","","","","","","","","","","","","","","","","","","30.63","6.13","2.65","2374.84","475.28","205.46","14.40","2.88","1.25","","","1116.48","223.30","96.92","","","","2924.40","0.00","2336.80","0.00","72272.09","0.00","0.00","0.00","75196.49","72272.09","74608.89","","","2336.80","0.00","0.00","0.00","0.00","0.00","0.00","77533.29","0.00","0.00","77533.29","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","2336.80"
"Africa","Eastern and Southern Africa","AGO","AO","024","Angola","No","2000","76013.08","28406.18","124670.00","75919.39","29633.36","93.64","93.64","93.64","0.00","0.00","0.00","0.00","29633.36","0.00","29.19","0.00","","","","","","35.34","38.60","259.11","35.62","259.11","259.11","6.80","","2682.99","1143.85","24.26","24.26","24.26","0.00","2707.25","193.16","","","","","","","","","","","","","","","","","","","","","30.63","6.13","2.65","2328.28","465.96","201.43","14.40","2.88","1.25","","","1094.59","218.92","95.02","","","","2864.11","0.00","2336.80","0.00","70812.17","0.00","0.00","0.00","73676.28","70812.17","73148.97","","","2336.80","0.00","0.00","0.00","0.00","0.00","0.00","76013.08","0.00","0.00","76013.08","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","2336.80"
"Africa","Eastern and Southern Africa","AGO","AO","024","Angola","No","2010","70912.78","26500.18","124670.00","70844.21","27645.16","68.56","68.56","68.56","0.00","0.00","0.00","0.00","27645.16","0.00","28.85","0.00","","","","","","35.34","38.60","388.17","35.68","388.17","388.17","6.80","","2503.63","1067.10","26.61","26.61","26.61","0.00","2530.24","180.20","","","","","","","","","","","","","","","","","","","","","30.63","6.13","2.65","2172.06","434.70","187.92","14.40","2.88","1.25","","","1021.14","204.23","88.64","","","","2652.16","0.00","2336.80","0.00","65923.82","0.00","0.00","0.00","68575.98","65923.82","68260.62","","","2336.80","0.00","0.00","0.00","0.00","0.00","0.00","70912.78","0.00","0.00","70912.78","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","2336.80"
"Africa","Eastern and Southern Africa","AGO","AO","024","Angola","No","2015","68362.63","25547.18","124670.00","68302.49","26651.06","60.14","60.14","60.14","0.00","0.00","0.00","0.00","26651.06","0.00","28.79","0.00","","","","","","35.34","38.60","388.17","35.65","388.17","388.17","6.80","","2413.81","1028.73","23.34","23.34","23.34","0.00","2437.15","173.72","","","","","","","","","","","","","","","","","","","","","30.63","6.13","2.65","2093.95","419.06","181.16","14.40","2.88","1.25","","","984.42","196.88","85.45","","","","2546.19","0.00","7033.85","0.00","58782.59","0.00","0.00","0.00","61328.78","58782.59","65816.44","","","7033.85","0.00","0.00","0.00","0.00","0.00","0.00","68362.63","0.00","0.00","68362.63","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","7033.85"
"Africa","Eastern and Southern Africa","AGO","AO","024","Angola","No","2020","65812.48","24594.18","124670.00","65754.59","25656.96","57.89","57.89","57.89","0.00","0.00","0.00","0.00","25656.96","0.00","28.36","0.00","","","","","","35.34","38.60","388.17","35.65","388.17","388.17","6.80","","2323.77","990.36","22.47","22.47","22.47","0.00","2346.24","167.24","","","","","","","","","","","","","","","","","","","","","30.63","6.13","2.65","2015.84","403.43","174.40","14.40","2.88","1.25","","","947.70","189.54","82.27","","","","2440.22","0.00","7033.85","0.00","56338.41","0.00","0.00","0.00","58778.63","56338.41","63372.26","","","7033.85","0.00","0.00","0.00","0.00","0.00","0.00","65812.48","0.00","0.00","65812.48","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","7033.85"
"Africa","Eastern and Southern Africa","AGO","AO","024","Angola","No","2025","63262.33","23641.18","124670.00","63206.69","24662.86","55.64","55.64","55.64","0.00","0.00","0.00","0.00","24662.86","0.00","27.92","0.00","","","","","","35.34","38.60","388.17","35.65","388.17","388.17","6.80","","2233.72","951.99","21.60","21.60","21.60","0.00","2255.32","160.76","","","","","","","","","","","","","","","","","","","","","30.63","6.13","2.65","1937.73","387.80","167.65","14.40","2.88","1.25","","","910.98","182.20","79.08","","","","2334.25","0.00","7033.85","0.00","53894.23","0.00","0.00","0.00","56228.48","53894.23","60928.08","","","7033.85","0.00","0.00","","","","","","","","","","","","","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","7033.85"
"North and Central America","Caribbean","AIA","AI","660","Anguilla","Yes","1990","5.50","0.00","9.00","","","","","","","","","","","","0.09","0.00","","","","","","","","","123.00","","","","","","","","","","","0.68","0.00","","","","","","","","","","","","","","","","","","","","","210.00","59.00","","1.16","0.32","","98.70","27.73","","","","0.54","0.15","","","","","0.00","","","","","","","5.50","","","","","","0.01","","","","","","","","","5.50","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","AIA","AI","660","Anguilla","Yes","2000","5.50","0.00","9.00","","","","","","","","","","","","0.09","0.00","","","","","","","","","123.00","","","","","","","","","","","0.68","0.00","","","","","","","","","","","","","","","","","","","","","210.00","59.00","","1.16","0.32","","98.70","27.73","","","","0.54","0.15","","","","","0.00","","","","","","","5.50","","","","","","0.01","","","","","","","","","5.50","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","AIA","AI","660","Anguilla","Yes","2010","5.50","0.00","9.00","","","","","","","","","","","","0.09","0.00","","","","","","","","","123.00","","","","","","","","","","","0.68","0.00","","","","","","","","","","","","","","","","","","","","","210.00","59.00","","1.16","0.32","","98.70","27.73","","","","0.54","0.15","","","","","0.00","","","","","","","5.50","","","","","","0.01","","","","","","","","","5.50","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","AIA","AI","660","Anguilla","Yes","2015","5.50","0.00","9.00","","","","","","","","","","","","0.09","0.00","","","","","","","","","123.00","","","","","","","","","","","0.68","0.00","","","","","","","","","","","","","","","","","","","","","210.00","59.00","","1.16","0.32","","98.70","27.73","","","","0.54","0.15","","","","","0.00","","","","","","","5.50","","","","","","0.01","","","","","","","","","5.50","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","AIA","AI","660","Anguilla","Yes","2020","5.50","0.00","9.00","","","","","","","","","","","","0.09","0.00","","","","","","","","","123.00","","","","","","","","","","","0.68","0.00","","","","","","","","","","","","","","","","","","","","","210.00","59.00","","1.16","0.32","","98.70","27.73","","","","0.54","0.15","","","","","0.00","","","","","","","5.50","","","","","","0.01","","","","","","","","","5.50","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","AIA","AI","660","Anguilla","Yes","2025","5.50","0.00","9.00","","","","","","","","","","","","0.09","0.00","","","","","","","","","123.00","","","","","","","","","","","0.68","0.00","","","","","","","","","","","","","","","","","","","","","210.00","59.00","","1.16","0.32","","98.70","27.73","","","","0.54","0.15","","","","","0.00","","","","","","","5.50","","","","","","0.01","","","","","","","","","","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","ATG","AG","028","Antigua and Barbuda","No","1990","10.11","15.60","44.00","10.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.87","0.00","","","","","","123.00","","","123.00","","","","","1.24","0.00","0.00","0.00","0.00","0.00","1.24","","","","","","","","","","","","","","","","","","","","","","159.90","41.57","","1.62","0.42","","75.15","19.54","","","","0.76","0.20","","","","","","","","","","","","10.11","","","","","","","","","","","","","","","10.11","","","","","","no","","","yes","no","","","","","no",""
"North and Central America","Caribbean","ATG","AG","028","Antigua and Barbuda","No","2000","9.45","15.60","44.00","9.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.86","0.00","","","","","","123.00","","","123.00","","","","","1.16","0.00","0.00","0.00","0.00","0.00","1.16","","","","","","","","","","","","","","","","","","","","","","159.90","41.57","","1.51","0.39","","75.15","19.54","","","","0.71","0.18","","","","","","","","","","","","9.45","","","","","","","","","","","","","","","9.45","","","","","","no","","","yes","no","","","","","no",""
"North and Central America","Caribbean","ATG","AG","028","Antigua and Barbuda","No","2010","8.78","15.60","44.00","8.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.85","0.00","","","","","","123.00","","","123.00","","","","","1.08","0.00","0.00","0.00","0.00","0.00","1.08","","","","","","","","","","","","","","","","","","","","","","159.90","41.57","","1.40","0.36","","75.15","19.54","","","","0.66","0.17","","","","","","","","","","","","8.78","","","","","","","","","","","","","","","8.78","","","","","","no","","","yes","no","","","","","no",""
"North and Central America","Caribbean","ATG","AG","028","Antigua and Barbuda","No","2015","8.45","15.60","44.00","8.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.85","0.00","","","","","","123.00","","","123.00","","","","","1.04","0.00","0.00","0.00","0.00","0.00","1.04","","","","","","","","","","","","","","","","","","","","","","159.90","41.57","","1.35","0.35","","75.15","19.54","","","","0.64","0.17","","","","","","","","","","","","8.45","","","","","","","","","","","","","","","8.45","","","","","","no","","","yes","no","","","","","no",""
"North and Central America","Caribbean","ATG","AG","028","Antigua and Barbuda","No","2020","8.12","15.60","44.00","8.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.84","0.00","","","","","","123.00","","","123.00","","","","","1.00","0.00","0.00","0.00","0.00","0.00","1.00","","","","","","","","","","","","","","","","","","","","","","159.90","41.57","","1.30","0.34","","75.15","19.54","","","","0.61","0.16","","","","","","","","","","","","8.12","","","","","","","","","","","","","","","8.12","","","","","","no","","","yes","no","","","","","no",""
"North and Central America","Caribbean","ATG","AG","028","Antigua and Barbuda","No","2025","7.79","15.60","44.00","7.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.84","0.00","","","","","","123.00","","","123.00","","","","","0.96","0.00","0.00","0.00","0.00","0.00","0.96","","","","","","","","","","","","","","","","","","","","","","159.90","41.57","","1.25","0.32","","75.15","19.54","","","","0.59","0.15","","","","","","","","","","","","7.79","","","","","","","","","","","","","","","","","","","","","no","","","yes","no","","","","","no",""
"South America","","ARG","AR","032","Argentina","No","1990","55989.62","46067.38","273669.00","55220.62","","769.00","769.00","753.62","0.00","","","","","","0.00","0.00","0.00","","","","","58.19","","334.86","62.08","341.70","341.70","6.13","","3213.29","","252.36","262.77","262.77","0.00","3476.06","282.39","","","","","","","","","","","","","","","","","","","","","135.60","35.40","","7592.19","1982.03","","64.84","16.93","","3.61","43.68","3630.37","947.90","","202.12","2445.63","30.00","769.00","","1326.09","","","","","53894.53","769.00","1326.09","1326.09","1326.09","","1326.09","769.00","","767.00","","","","2.00","","55220.62","","","","2.00","","no","yes","yes","yes","yes","yes","yes","yes","no","yes",""
"South America","","ARG","AR","032","Argentina","No","2000","53442.22","45767.78","273669.00","52362.22","","1080.00","1080.00","1058.40","0.00","","","","","","0.00","0.00","0.00","543.61","","","","58.59","","334.86","64.31","341.70","341.70","6.07","","3067.90","","354.42","369.04","369.04","0.00","3436.94","277.60","705.62","490.86","337.47","184.07","122.72","92.04","61.36","61.36","61.36","61.36","889.68","3067.90","154.63","103.09","68.73","11.02","4.72","26.85","369.04","3436.94","135.50","35.30","","7241.42","1886.51","","64.80","16.87","","3.64","43.96","3463.06","901.57","","194.53","2349.32","30.00","1080.00","","1396.46","","","","","50965.76","1080.00","1396.46","1396.46","1396.46","","1396.46","1080.00","","1077.00","","","","3.00","","52362.22","","","","3.00","","no","yes","yes","yes","yes","yes","yes","yes","no","yes",""
"South America","","ARG","AR","032","Argentina","No","2010","49727.45","45618.55","273669.00","48534.45","","1193.00","1193.00","1188.23","0.00","","","","","","0.00","0.00","0.00","","40.82","","","59.95","","340.33","66.71","341.70","341.70","6.09","","2909.64","","404.39","407.65","407.65","0.00","3317.29","277.77","","","","","","","","","","","","","","","","","","","","","136.10","35.30","","6767.91","1755.38","","65.07","16.87","","3.70","44.34","3235.77","838.90","","183.99","2204.92","30.00","1203.60","","1457.32","","369.77","333.01","","46363.75","1203.60","1827.08","1827.08","1740.44","333.01","1457.32","1193.00","","1189.00","","","","3.00","","48535.45","","","","3.00","","no","yes","yes","yes","yes","yes","yes","yes","no","yes","36225.20"
"South America","","ARG","AR","032","Argentina","No","2015","48444.02","45542.98","273669.00","47154.02","","1290.00","1290.00","1284.84","0.00","","","","","","0.00","0.00","0.00","","30.34","","","60.47","","340.33","67.96","341.70","341.70","6.06","","2851.40","","437.27","440.79","440.79","0.00","3292.19","275.99","","","","","","","","","","","","","","","","","","","","","136.40","35.30","","6607.76","1710.07","","65.22","16.88","","3.71","44.51","3159.52","817.74","","179.73","2156.24","30.00","1710.54","","1553.08","","1420.35","933.07","","42826.98","1710.54","2973.43","2973.43","2752.84","933.07","1533.08","1290.00","","1286.00","","","","4.00","","47154.02","","","","4.00","","no","yes","yes","yes","yes","yes","yes","yes","no","yes","42554.03"
"South America","","ARG","AR","032","Argentina","No","2020","47495.59","45021.41","273669.00","46194.59","","1301.00","1301.00","1295.80","0.00","","","","","","0.00","0.00","0.00","305.26","14.44","","","60.81","","340.33","68.50","341.70","341.70","6.05","","2809.09","","441.00","444.55","444.55","0.00","3253.64","272.38","","","","","","","","","","","","","","","","","","","","","136.70","35.30","","6492.65","1676.59","","65.33","16.90","","3.73","44.58","3102.89","802.68","","177.16","2117.35","30.00","1884.13","","1819.98","","2532.69","1722.39","","39536.40","1884.13","4352.67","4352.67","3984.04","1722.39","1819.98","1301.00","","1297.00","","","","4.00","","46194.59","","","","4.00","","no","yes","yes","yes","yes","yes","yes","yes","no","yes","43105.18"
"South America","","ARG","AR","032","Argentina","No","2025","46609.00","44532.00","273669.00","45282.00","","1327.00","1327.00","1321.69","0.00","","","","","","0.00","0.00","0.00","","26.98","","","60.98","","358.05","69.47","359.49","359.49","6.05","","2761.30","","473.23","477.04","477.04","0.00","3237.93","269.20","","","","","","","","","","","","","","","","","","","","","132.20","35.40","","6161.71","1649.96","","65.50","16.92","","3.73","44.65","3052.89","788.62","","173.85","2081.09","30.00","1930.68","","1821.17","","2719.05","1774.49","","38363.61","1930.68","4540.22","4540.22","4207.24","1774.49","1821.17","1327.00","","","","","","","","","","","","","","no","yes","yes","yes","yes","yes","yes","yes","no","yes","43584.31"
"Asia","Western and Central Asia","ARM","AM","051","Armenia","No","1990","334.73","41.18","2847.00","133.89","20.08","200.84","50.21","7.53","150.63","0.00","4.00","16.08","0.00","0.00","0.00","0.00","","","","","","163.79","","","125.50","","100.00","19.43","","21.93","","","20.08","","","42.01","0.80","","","","","","","","","","","","","","","","","","","","","82.69","19.04","","27.68","6.37","","38.90","8.96","","28.18","36.84","13.02","3.00","","9.43","12.33","30.00","0.00","205.70","0.00","71.60","0.00","57.40","0.00","0.03","","","","","","","","","0.00","0.00","0.00","0.00","334.73","0.00","0.00","334.73","0.00","0.00","0.00","0.00","","yes","no","yes","no","no","no","no","no","",""
"Asia","Western and Central Asia","ARM","AM","051","Armenia","No","2000","332.64","52.26","2847.00","133.06","19.96","199.59","49.90","7.48","149.69","0.00","4.30","15.66","0.00","0.00","0.00","0.00","","","","","","159.03","","","123.62","","100.00","15.31","","21.16","","","19.96","","","41.12","0.80","","","","","","","","","","","","","","","","","","","","","81.38","18.74","","27.07","6.23","","38.29","8.80","","28.17","36.82","12.74","2.93","","9.37","12.25","30.00","0.00","205.00","0.00","70.40","0.00","57.20","0.00","0.04","","","","","","","","","0.00","0.00","0.00","0.00","332.64","0.00","0.00","332.64","0.00","0.00","0.00","0.00","","yes","no","yes","no","no","no","no","no","",""
"Asia","Western and Central Asia","ARM","AM","051","Armenia","No","2010","332.29","76.72","2847.00","132.92","19.94","199.37","49.84","7.48","149.53","0.00","3.30","16.34","0.00","0.00","0.00","0.00","","","","","","154.23","","","121.70","","100.00","10.43","","20.50","","","19.94","","","40.44","0.80","","","","","","","","","","","","","","","","","","","","","80.06","18.46","","26.60","6.13","","37.70","8.67","","28.16","36.80","12.53","2.88","","9.36","12.23","30.00","0.00","133.00","0.00","0.00","0.00","130.40","0.00","68.89","","","","","","","","","0.00","0.00","0.00","0.00","330.56","0.00","1.73","330.56","0.00","0.00","0.00","0.00","","yes","no","yes","no","no","no","no","no","",""
"Asia","Western and Central Asia","ARM","AM","051","Armenia","No","2015","334.20","95.64","2847.00","133.20","19.98","201.00","49.95","7.49","151.05","0.00","3.30","16.68","0.00","0.00","0.00","0.00","","","","","","154.23","","","121.70","","100.00","8.36","","20.54","","","20.10","","","40.67","0.80","","","","","","","","","","","","","","","","","","","","","80.72","18.58","","26.98","6.21","","38.01","8.83","","28.16","36.81","12.70","2.95","","9.41","12.30","30.00","0.00","145.00","0.00","0.00","0.00","140.00","0.00","49.20","","","","","","","","","0.00","0.00","0.00","0.00","329.52","0.00","4.68","329.52","0.00","0.00","0.00","0.00","","yes","no","yes","no","no","no","no","no","",""
"Asia","Western and Central Asia","ARM","AM","051","Armenia","No","2020","334.02","114.55","2847.00","133.48","20.02","200.21","50.05","7.51","150.16","0.00","3.02","17.03","0.00","0.00","0.00","0.00","","","","","","160.00","","","123.88","","100.00","8.40","","21.36","","","20.02","","","41.38","0.96","","","","","","","","","","","","","","","","","","","","","90.20","20.30","","30.13","6.78","","42.39","9.54","","28.60","37.10","14.16","3.19","","9.55","12.39","30.00","0.00","150.00","0.00","0.00","0.00","152.00","0.00","32.02","","","","","","","","","0.00","0.00","0.00","0.00","333.68","0.00","0.34","333.68","0.00","0.00","0.00","0.00","","yes","no","yes","no","no","no","no","no","",""
"Asia","Western and Central Asia","ARM","AM","051","Armenia","No","2025","334.10","126.90","2819.94","133.75","20.06","200.35","50.16","7.52","150.19","0.00","3.02","17.04","0.00","0.00","0.00","0.00","","","","","","170.00","","","128.05","","100.00","8.40","","22.74","","","20.04","","","42.78","1.07","","","","","","","","","","","","","","","","","","","","","91.78","21.05","0.62","30.66","7.03","0.21","44.06","9.88","0.28","28.20","37.98","14.72","3.30","0.09","9.42","12.69","30.00","0.00","180.00","0.00","0.00","0.00","154.10","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","yes","no","yes","no","no","no","no","no","",""
"North and Central America","Caribbean","ABW","AW","533","Aruba","Yes","1990","0.49","0.00","18.00","0.49","","0.00","0.00","0.00","0.00","","","","","","0.07","0.00","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.04","","","0.45","","0.04","0.04","0.04","","0.04","","","","","","","","","0.49","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","ABW","AW","533","Aruba","Yes","2000","0.49","0.00","18.00","0.49","","0.00","0.00","0.00","0.00","","","","","","0.07","0.00","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.04","","","0.45","","0.04","0.04","0.04","","0.04","","","","","","","","","0.49","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","ABW","AW","533","Aruba","Yes","2010","0.49","0.00","18.00","0.49","","0.00","0.00","0.00","0.00","","","","","","0.07","0.00","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.04","","","0.45","","0.04","0.04","0.04","","0.04","","","","","","","","","0.49","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","ABW","AW","533","Aruba","Yes","2015","0.49","0.00","18.00","0.49","","0.00","0.00","0.00","0.00","","","","","","0.07","0.00","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.04","","","0.45","","0.04","0.04","0.04","","0.04","","","","","","","","","0.49","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","ABW","AW","533","Aruba","Yes","2020","0.49","0.00","18.00","0.49","","0.00","0.00","0.00","0.00","","","","","","0.07","0.00","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.04","","","0.45","","0.04","0.04","0.04","","0.04","","","","","","","","","0.49","","","","","","","","","","","","","","","",""
"North and Central America","Caribbean","ABW","AW","533","Aruba","Yes","2025","0.49","0.00","18.00","0.49","","0.00","0.00","0.00","0.00","","","","","","0.07","0.00","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.04","","","0.45","","0.04","0.04","0.04","","0.04","","","","","","","","","","","","","","","","","","","","","","","","",""
