regions,subregions,iso3,iso2,m49,name,Desk study,year,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_primary,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1b_primaryForestBoreal,1b_primaryForestTemperate,1b_primaryForestSubTropical,1b_primaryForestTropical,1c_bamboos,1c_mangroves,1c_rubber,1e_palms,1e_treeOrchards,1e_agroforestry,1e_treesUrbanSettings,1e_other,2a_gs_ha_nat_reg,2a_gs_ha_primary,2a_gs_ha_introduced,2a_gs_ha_forest,2a_gs_ha_plantation,2a_gs_ha_planted,2a_gs_ha_owl,2a_gs_ha_other_planted,2a_gs_tot_nat_reg,2a_gs_total_primary,2a_gs_total_introduced,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2c_agb_total,2c_bgb_total,2c_dwb_total,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_carbon_agb_total,2d_carbon_bgb_total,2d_carbon_dw_total,2d_carbon_litter_total,2d_carbon_soil_total,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no,3a_prim_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_other,4a_fo_unknown,4b_pub_admin,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,4b_other,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area
"Asia","South and Southeast Asia","MYS","MY","458","Malaysia","No","2020","19184.74","0.00","32855.00","17115.84","1086.16","2068.90","929.76","","1139.14","0.00","0.00","0.00","1086.16","","311.07","2394.38","5950.24","357.03","","","","223.11","","","214.69","","145.00","","","3818.71","","","299.99","","","4118.70","0.00","473.90","438.01","232.94","148.55","100.43","83.63","72.94","69.12","67.59","63.77","2067.83","3818.71","","","","","","","","3818.71","209.43","50.26","","4017.86","964.23","","98.43","23.62","","","","1888.35","453.14","","","","","8837.39","0.00","0.00","0.00","10347.35","0.00","0.00","0.00","8837.39","","","","","5161.38","10874.89","2392.76","1139.14","0.00","1139.14","0.00","18045.60","0.00","0.00","18045.60","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","12345.68"
"Asia","South and Southeast Asia","MYS","MY","458","Malaysia","No","2025","18884.74","0.00","32855.00","16525.84","1086.16","2358.90","1219.76","","1139.14","0.00","0.00","0.00","1086.16","","284.96","2181.24","6000.00","316.86","","","","223.11","","","213.35","","145.00","","","3687.08","","","342.04","","","4029.12","0.00","","","","","","","","","","","","","","","","","","","","","209.02","50.17","","3947.29","947.45","","98.24","23.58","","","","1855.24","445.30","","","","","8777.39","0.00","0.00","0.00","10107.35","0.00","0.00","0.00","8777.39","","","","","5664.89","11163.85","2574.21","","","","","","","","","","","","","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","12321.67"
"Asia","South and Southeast Asia","MDV","MV","462","Maldives","No","1990","3.72","0.00","30.00","3.72","3.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.72","0.00","0.04","0.00","25.71","0.00","0.00","","0.00","90.00","90.00","","90.00","","","","","0.33","0.33","0.00","0.00","0.00","0.00","0.33","0.00","","","","","","","","","","","","","","","","","","","","","131.67","32.72","","0.49","0.12","","61.88","15.38","","","","0.23","0.06","","","","","0.00","0.10","0.20","0.00","0.15","0.00","0.37","2.90","0.00","0.30","0.40","0.30","","0.03","","","0.00","0.00","0.00","0.00","3.72","0.00","0.00","0.00","0.00","0.00","3.72","0.00","no","yes","no","yes","no","no","no","no","no","yes","0.03"
"Asia","South and Southeast Asia","MDV","MV","462","Maldives","No","2000","3.72","0.00","30.00","3.72","3.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.72","0.00","0.04","0.00","25.71","0.00","0.00","","0.00","90.00","90.00","","90.00","","","","","0.33","0.33","0.00","0.00","0.00","0.00","0.33","0.00","","","","","","","","","","","","","","","","","","","","","131.67","32.72","","0.49","0.12","","61.88","15.38","","","","0.23","0.06","","","","","0.00","0.10","0.20","0.00","0.15","0.00","0.37","2.90","0.00","0.30","0.40","0.30","","0.03","","","0.00","0.00","0.00","0.00","3.72","0.00","0.00","0.00","0.00","0.00","3.72","0.00","no","yes","no","yes","no","no","no","no","no","yes","0.03"
"Asia","South and Southeast Asia","MDV","MV","462","Maldives","No","2010","3.72","0.00","30.00","3.72","3.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.72","0.00","0.04","0.00","25.71","0.00","0.00","","0.00","90.00","90.00","","90.00","","","","","0.33","0.33","0.00","0.00","0.00","0.00","0.33","0.00","","","","","","","","","","","","","","","","","","","","","131.67","32.72","","0.49","0.12","","61.88","15.38","","","","0.23","0.06","","","","","0.00","0.10","0.20","0.00","0.15","0.00","0.37","2.90","0.00","0.30","0.40","0.30","","0.03","","","0.00","0.00","0.00","0.00","3.72","0.00","0.00","0.00","0.00","0.00","3.72","0.00","no","yes","no","yes","no","no","no","no","no","yes","0.03"
"Asia","South and Southeast Asia","MDV","MV","462","Maldives","No","2015","3.72","0.00","30.00","3.72","3.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.72","0.00","0.04","0.00","25.71","0.00","0.00","","0.00","90.00","90.00","","90.00","","","","","0.33","0.33","0.00","0.00","0.00","0.00","0.33","0.00","","","","","","","","","","","","","","","","","","","","","131.67","32.72","","0.49","0.12","","61.88","15.38","","","","0.23","0.06","","","","","0.00","0.10","0.20","0.00","0.15","0.00","0.37","2.90","0.00","0.30","0.40","0.30","","0.03","","","0.00","0.00","0.00","0.00","3.72","0.00","0.00","0.00","0.00","0.00","3.72","0.00","no","yes","no","yes","no","no","no","no","no","yes","0.03"
"Asia","South and Southeast Asia","MDV","MV","462","Maldives","No","2020","3.72","0.00","30.00","3.72","3.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.72","0.00","0.04","0.00","25.71","0.00","0.00","","0.00","90.00","90.00","","90.00","","","","","0.33","0.33","0.00","0.00","0.00","0.00","0.33","0.00","","","","","","","","","","","","","","","","","","","","","131.67","32.72","","0.49","0.12","","61.88","15.38","","","","0.23","0.06","","","","","0.00","0.15","0.25","0.00","0.15","0.00","0.27","2.90","0.00","0.40","0.50","0.50","","0.03","","","0.00","0.00","0.00","0.00","3.72","0.00","0.00","0.00","0.00","0.00","3.72","0.00","no","yes","no","yes","no","no","no","no","no","yes","0.03"
"Asia","South and Southeast Asia","MDV","MV","462","Maldives","No","2025","3.72","0.00","29.80","3.72","3.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.72","0.00","0.04","0.00","25.71","0.00","0.00","","0.00","90.00","90.00","","90.00","","","","","0.33","0.33","0.00","0.00","0.00","0.00","0.33","0.00","","","","","","","","","","","","","","","","","","","","","131.67","32.72","","0.49","0.12","","61.88","15.38","","","","0.23","0.06","","","","","0.00","0.15","0.25","0.00","0.15","0.00","0.27","2.90","0.00","0.40","0.50","0.60","","0.03","","","","","","","","","","","","","","","no","yes","no","yes","no","no","no","no","no","yes","0.03"
"Africa","Western and Central Africa","MLI","ML","466","Mali","No","1990","13998.36","16584.86","122019.00","13993.98","0.00","4.38","","","4.38","0.00","0.00","0.00","0.00","","0.00","0.00","","","","","","46.56","","","46.56","","","1.44","","651.56","0.00","","","","","651.76","23.88","","","","","","","","","","","","","","","","","","","","","95.42","26.72","","1335.72","374.04","","44.85","12.56","","","","627.83","175.82","","","","","10586.49","1155.94","770.00","0.00","1485.94","0.00","0.00","0.00","","","","","","770.00","","","4.00","4.00","0.00","0.00","13994.36","0.00","0.00","13994.36","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","no","yes","yes","2438.99"
"Africa","Western and Central Africa","MLI","ML","466","Mali","No","2000","12992.90","15867.72","122019.00","12981.90","0.00","11.00","","","11.00","0.00","0.00","0.00","0.00","","0.00","0.00","","","","","","46.56","","","46.56","","","1.44","","604.44","0.00","","","","","604.95","22.85","","","","","","","","","","","","","","","","","","","","","95.37","26.70","","1239.13","346.91","","44.82","12.55","","","","582.34","163.06","","","","","9782.12","1055.39","770.00","0.00","1385.39","0.00","0.00","0.00","","","","","","770.00","","","4.00","4.00","0.00","0.00","12988.90","0.00","0.00","12988.90","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","no","yes","yes","2438.99"
"Africa","Western and Central Africa","MLI","ML","466","Mali","No","2010","11987.44","15150.58","122019.00","11753.93","0.00","233.51","","","233.51","0.00","0.00","0.00","0.00","","0.00","0.00","","","","","","46.56","","","46.56","","","1.44","","547.26","0.00","","","","","558.14","21.82","","","","","","","","","","","","","","","","","","","","","93.59","26.20","","1121.90","314.07","","43.99","12.32","","","","527.33","147.69","","","","","8977.75","954.85","770.00","0.00","1284.84","0.00","0.00","0.00","","","","","","770.00","","","4.00","4.00","0.00","0.00","11983.44","0.00","0.00","11983.44","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","no","yes","yes","2438.99"
"Africa","Western and Central Africa","MLI","ML","466","Mali","No","2015","11484.71","14792.01","122019.00","11071.98","0.00","412.73","","","412.73","0.00","0.00","0.00","0.00","","0.00","0.00","","","","","","46.56","","","46.56","","","1.44","","515.51","0.00","","","","","534.73","21.30","","","","","","","","","","","","","","","","","","","","","92.02","25.76","","1056.82","295.85","","43.25","12.11","","","","496.71","139.08","","","","","9883.99","250.36","770.00","0.00","580.36","0.00","0.00","0.00","","","","","","770.00","133.22","","4.00","4.00","0.00","0.00","11480.71","0.00","0.00","11194.07","286.64","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","no","yes","yes","8981.10"
"Africa","Western and Central Africa","MLI","ML","466","Mali","No","2020","10981.98","14433.44","122019.00","10491.01","0.00","490.97","","","490.97","0.00","0.00","0.00","0.00","","0.00","0.00","","","","","","46.56","","","46.56","","","1.44","","488.46","0.00","","","","","511.32","20.78","","","","","","","","","","","","","","","","","","","","","91.18","25.53","","1001.34","280.37","","42.85","12.00","","","","470.58","131.78","","","","","9481.80","200.09","770.00","0.00","530.09","0.00","0.00","0.00","","","","","","770.00","150.13","","4.00","4.00","0.00","0.00","10977.98","0.00","0.00","10690.97","287.01","0.00","0.00","0.00","no","yes","yes","yes","yes","yes","yes","no","yes","yes","8981.10"
"Africa","Western and Central Africa","MLI","ML","466","Mali","No","2025","10479.25","14074.87","122019.00","9951.92","0.00","527.33","","","527.33","0.00","0.00","0.00","0.00","","0.00","0.00","","","","","","46.56","","","46.56","","","1.44","","463.36","0.00","","","","","487.91","20.27","","","","","","","","","","","","","","","","","","","","","90.64","25.38","","949.84","265.96","","42.60","11.93","","","","446.42","125.02","","","","","9079.62","149.82","770.00","0.00","479.81","0.00","0.00","0.00","","","","","","770.00","150.13","","","","","","","","","","","","","","no","yes","yes","yes","yes","yes","yes","no","yes","yes","8981.10"
"Europe","","MLT","MT","470","Malta","Yes","1990","0.35","0.00","32.00","0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","","","","","0.35","","","","","","","","0.35","","","","","","no","yes","no","yes","no","","","","","",""
"Europe","","MLT","MT","470","Malta","Yes","2000","0.35","0.00","32.00","0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","","","","","0.35","","","","","","","","0.35","","","","","","no","yes","no","yes","no","","","","","",""
"Europe","","MLT","MT","470","Malta","Yes","2010","0.35","0.00","32.00","0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","","","","","0.35","","","","","","","","0.35","","","","","","no","yes","no","yes","no","","","","","",""
"Europe","","MLT","MT","470","Malta","Yes","2015","0.35","0.00","32.00","0.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","","","","","","","0.35","","","","","","","","0.35","","","","","","no","yes","no","yes","no","","","","","",""
"Europe","","MLT","MT","470","Malta","Yes","2020","0.46","0.07","32.00","0.35","0.00","0.11","0.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","0.00","","","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","","","","","","","0.46","","","","","","","","0.46","","","","","","no","yes","no","yes","no","","","","","",""
"Europe","","MLT","MT","470","Malta","Yes","2025","0.47","0.07","32.00","0.35","0.00","0.12","0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","0.00","","","","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.47","","","","","","","0.47","","","","","","","","","","","","","","no","yes","no","yes","no","","","","","",""
"Oceania","","MHL","MH","584","Marshall Islands","No","1990","9.40","0.00","18.00","6.27","6.27","3.13","0.00","0.00","3.13","0.00","0.00","0.00","6.27","0.00","0.12","0.00","","","","","","172.25","172.25","","162.77","","146.96","","146.96","1.08","1.08","0.00","0.46","0.00","0.46","1.53","0.00","","","","","","","","","","","","","","","","","","","","","153.20","36.77","","1.44","0.35","","76.60","18.38","","","","0.72","0.17","","","","","0.00","0.00","0.00","0.00","9.40","0.00","0.00","0.00","9.40","9.40","9.40","9.40","0.00","0.14","","","9.40","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","yes","yes","no","no","no",""
"Oceania","","MHL","MH","584","Marshall Islands","No","2000","9.40","0.00","18.00","6.27","6.27","3.13","0.00","0.00","3.13","0.00","0.00","0.00","6.27","0.00","0.12","0.00","","","","","","172.25","172.25","","162.77","","146.96","","146.96","1.08","1.08","0.00","0.46","0.00","0.46","1.53","0.00","","","","","","","","","","","","","","","","","","","","","153.20","36.77","","1.44","0.35","","76.60","18.38","","","","0.72","0.17","","","","","0.00","0.00","0.00","0.00","9.40","0.00","0.00","0.00","9.40","9.40","9.40","9.40","0.00","0.14","","","9.40","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","yes","yes","no","no","no",""
"Oceania","","MHL","MH","584","Marshall Islands","No","2010","9.40","0.00","18.00","6.27","6.27","3.13","0.00","0.00","3.13","0.00","0.00","0.00","6.27","0.00","0.12","0.00","","","","","","172.25","172.25","","162.77","","146.96","","146.96","1.08","1.08","0.00","0.46","0.00","0.46","1.53","0.00","","","","","","","","","","","","","","","","","","","","","153.20","36.77","","1.44","0.35","","76.60","18.38","","","","0.72","0.17","","","","","0.00","0.00","0.00","0.00","9.40","0.00","0.00","0.00","9.40","9.40","9.40","9.40","0.00","0.14","","","9.40","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","yes","yes","no","no","no",""
"Oceania","","MHL","MH","584","Marshall Islands","No","2015","9.40","0.00","18.00","6.27","6.27","3.13","0.00","0.00","3.13","0.00","0.00","0.00","6.27","0.00","0.12","0.00","","","","","","172.25","172.25","","162.77","","146.96","","146.96","1.08","1.08","0.00","0.46","0.00","0.46","1.53","0.00","","","","","","","","","","","","","","","","","","","","","153.20","36.77","","1.44","0.35","","76.60","18.38","","","","0.72","0.17","","","","","0.00","0.00","0.00","0.00","9.40","0.00","0.00","0.00","9.40","9.40","9.40","9.40","0.00","0.14","","","9.40","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","yes","yes","no","no","no",""
"Oceania","","MHL","MH","584","Marshall Islands","No","2020","9.71","0.00","18.00","6.63","6.63","3.08","0.00","0.00","3.08","0.00","0.00","0.00","6.63","0.00","0.15","0.00","","","","","","159.76","159.76","","159.76","","159.78","","159.78","1.06","1.06","0.00","0.49","0.00","0.49","1.55","0.00","","","","","","","","","","","","","","","","","","","","","153.20","36.77","","1.49","0.36","","76.60","18.38","","","","0.74","0.18","","","","","0.00","0.00","0.00","0.00","9.71","0.00","0.00","0.00","9.71","9.71","9.71","9.71","0.00","0.14","","","9.71","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","no","no","no","no","no","yes","yes","no","no","no",""
"Oceania","","MHL","MH","584","Marshall Islands","No","2025","9.71","0.00","18.00","6.63","6.63","3.08","0.00","0.00","3.08","0.00","0.00","0.00","6.63","0.00","0.15","0.00","","","","","","159.76","159.76","","159.76","","159.78","","159.78","1.06","1.06","0.00","0.49","0.00","0.49","1.55","0.00","","","","","","","","","","","","","","","","","","","","","153.20","36.77","","1.49","0.36","","76.60","18.38","","","","0.74","0.18","","","","","0.00","0.00","0.00","0.00","9.71","0.00","0.00","0.00","9.71","9.71","9.71","9.71","0.00","0.14","","","","","","","","","","","","","","","no","no","no","no","no","yes","yes","no","no","no",""
"North and Central America","Caribbean","MTQ","MQ","474","Martinique","No","1990","47.84","0.06","106.00","45.40","2.08","2.44","0.00","0.00","2.44","0.00","0.00","0.00","2.08","1.80","2.14","0.00","","","0.79","3.60","","284.00","","","279.26","","194.00","10.00","194.00","12.89","","0.00","0.47","0.00","0.47","13.36","0.00","","","","","","","","","","","","","","","","","","","","","306.00","73.00","20.00","14.64","3.49","0.96","145.00","35.00","9.50","1.50","69.00","6.94","1.67","0.45","0.07","3.30","30.00","0.00","0.00","0.00","0.00","47.84","0.00","0.00","0.00","","","","","","1.77","0.32","0.32","31.94","","","","15.90","0.00","0.00","","","","15.90","","no","yes","no","yes","no","yes","yes","yes","no","yes","47.84"
"North and Central America","Caribbean","MTQ","MQ","474","Martinique","No","2000","48.74","0.36","106.00","46.15","2.08","2.59","0.00","0.00","2.59","0.00","0.00","0.00","2.08","2.09","2.14","0.00","","","0.69","3.98","","284.00","","","279.24","","194.00","10.00","194.00","13.11","","0.00","0.50","0.00","0.50","13.61","0.00","","","","","","","","","","","","","","","","","","","","","306.00","73.00","20.00","14.91","3.56","0.97","145.00","35.00","9.50","1.50","69.00","7.07","1.71","0.46","0.07","3.36","30.00","0.00","0.00","0.00","0.00","48.74","0.00","0.00","0.00","","","","","","9.07","0.32","0.32","32.84","","","","15.90","0.00","0.00","","","","5.40","10.50","no","yes","no","yes","no","yes","yes","yes","no","yes","48.74"
"North and Central America","Caribbean","MTQ","MQ","474","Martinique","No","2010","50.29","0.47","106.00","47.61","2.08","2.68","0.00","0.00","2.68","0.00","0.00","0.00","2.08","2.31","2.17","0.00","","","0.59","4.36","","284.00","","","279.00","","194.00","10.00","194.00","13.52","","0.00","0.52","0.00","0.52","14.03","0.00","","","","","","","","","","","","","","","","","","","","","306.00","73.00","20.00","15.39","3.67","1.01","145.00","35.00","9.50","1.50","69.00","7.29","1.76","0.48","0.08","3.47","30.00","0.00","0.00","0.00","0.00","50.29","0.00","0.00","0.00","","","","","","","3.07","1.67","34.19","","","","16.10","0.00","0.00","4.90","0.00","0.00","0.70","10.50","no","yes","no","yes","no","yes","yes","yes","no","yes","50.29"
"North and Central America","Caribbean","MTQ","MQ","474","Martinique","No","2015","51.29","0.46","106.00","48.59","2.08","2.70","0.00","0.00","2.70","0.00","0.00","0.00","2.08","2.41","2.21","0.00","","","0.55","4.54","","284.00","","","279.00","","194.00","10.00","194.00","13.80","","0.00","0.52","0.00","0.52","14.31","0.00","","","","","","","","","","","","","","","","","","","","","306.00","73.00","20.00","15.69","3.74","1.03","145.00","35.00","9.50","1.50","69.00","7.44","1.80","0.49","0.08","3.54","30.00","0.00","0.00","0.00","0.00","51.29","0.00","0.00","0.00","1.20","9.80","9.80","0.40","","13.15","13.50","6.41","35.29","","","","16.00","0.00","0.00","4.90","0.00","0.00","0.00","11.10","no","yes","no","yes","no","yes","yes","yes","no","yes","51.29"
"North and Central America","Caribbean","MTQ","MQ","474","Martinique","No","2020","52.29","0.46","106.00","49.59","2.08","2.70","0.00","0.00","2.70","0.00","0.00","0.00","2.08","2.51","2.21","0.00","","","0.50","4.73","","284.00","","","279.00","","194.00","10.00","194.00","14.08","","0.00","0.52","0.00","0.52","14.59","0.00","","","","","","","","","","","","","","","","","","","","","306.00","73.00","20.00","16.00","3.82","1.05","145.00","35.00","9.50","1.50","69.00","7.58","1.83","0.50","0.08","3.61","30.00","0.00","0.00","0.00","0.00","52.29","0.00","0.00","0.00","2.00","13.40","13.40","0.40","","13.15","13.75","6.41","36.29","","","","16.00","0.00","0.00","4.90","0.00","0.00","0.00","11.10","no","yes","no","yes","no","yes","yes","yes","no","yes","52.29"
"North and Central America","Caribbean","MTQ","MQ","474","Martinique","No","2025","52.67","0.46","106.00","49.97","2.08","2.70","0.00","0.00","2.70","0.00","0.00","0.00","2.08","2.64","2.21","0.00","","","0.45","4.91","","284.00","","","279.00","","194.00","10.00","194.00","14.19","","0.00","0.52","0.00","0.52","14.69","0.00","","","","","","","","","","","","","","","","","","","","","306.44","73.10","20.13","16.14","3.85","1.06","145.00","35.00","9.50","1.50","69.00","7.64","1.84","0.50","0.08","3.63","30.00","0.00","0.00","0.00","0.00","52.67","0.00","0.00","0.00","1.80","13.60","13.40","0.40","","13.15","13.75","8.40","","","","","","","","","","","","","no","yes","no","yes","no","yes","yes","yes","no","yes","52.67"
"Africa","Northern Africa","MRT","MR","478","Mauritania","No","1990","927.15","3685.08","103070.00","829.53","0.00","97.61","0.00","0.00","97.62","0.00","0.00","0.00","0.00","0.00","1.51","0.00","8.18","","","","","13.50","","","13.50","","13.50","10.00","13.50","11.20","0.00","0.00","1.32","0.00","1.32","12.52","36.85","","","","","","","","","","","","","","","","","","","","","54.00","13.94","","50.07","12.92","","25.38","6.55","","","","23.53","6.07","","","","","0.00","48.00","0.08","0.00","879.07","0.00","0.00","0.00","876.04","876.04","","876.04","","0.08","0.08","0.08","8.00","8.00","0.00","0.00","919.15","0.00","0.00","919.15","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","no","no","yes","no","yes","83.00"
"Africa","Northern Africa","MRT","MR","478","Mauritania","No","2000","953.43","3994.62","103070.00","768.37","0.00","185.05","0.00","0.00","185.05","0.00","0.00","0.00","0.00","0.00","1.51","0.00","13.40","","","","","13.50","","","13.50","","13.50","10.00","13.50","10.37","0.00","0.00","2.50","0.00","2.50","12.87","39.95","","","","","","","","","","","","","","","","","","","","","54.00","14.03","","51.49","13.38","","25.38","6.60","","","","24.20","6.29","","","","","0.00","48.00","3.11","0.00","902.32","0.00","0.00","0.00","902.32","902.32","","902.32","","3.11","6.14","3.11","8.00","8.00","0.00","0.00","945.43","0.00","0.00","945.43","0.00","0.00","0.00","0.00","no","yes","yes","yes","yes","no","no","yes","no","yes","83.00"
"Africa","Northern Africa","MRT","MR","478","Mauritania","No","2010","979.70","4304.15","103070.00","707.22","0.00","272.48","0.00","0.00","272.48","0.00","0.00","0.00","0.00","0.00","1.51","0.00","14.50","","","","","13.50","","","13.50","","13.50","10.00","13.50","9.55","0.00","0.00","3.68","0.00","3.68","13.23","43.04","","","","","","","","","","","","","","","","","","","","","54.00","14.12","","52.90","13.83","","25.38","6.64","","","","24.86","6.70","","","","","0.00","148.00","3.11","0.00","828.59","0.00","0.00","0.00","828.59","828.59","","828.59","","3.11","6.60","3.11","8.00","8.00","0.00","0.00","971.70","0.00","0.00","945.70","0.00","26.00","0.00","0.00","no","yes","yes","yes","yes","no","no","yes","no","yes","83.00"
"Africa","Northern Africa","MRT","MR","478","Mauritania","No","2015","992.84","4458.92","103070.00","676.64","0.00","316.20","0.00","0.00","316.20","0.00","0.00","0.00","0.00","0.00","1.51","0.00","20.18","","","","","13.50","","","13.50","","13.50","10.00","13.50","9.13","0.00","0.00","4.27","0.00","4.27","13.40","44.59","","","","","","","","","","","","","","","","","","","","","54.00","14.17","","53.61","14.07","","25.38","6.66","","","","25.20","6.61","","","","","0.20","188.00","3.11","0.00","801.53","0.00","0.00","0.00","801.53","801.53","","801.53","","3.11","10.95","3.11","8.00","8.00","0.00","0.00","984.84","0.00","0.00","884.84","0.00","100.00","0.00","0.00","no","yes","yes","yes","yes","no","no","yes","no","yes","83.00"
"Africa","Northern Africa","MRT","MR","478","Mauritania","No","2020","1005.98","4613.68","103070.00","646.06","0.00","359.92","0.00","0.00","359.92","0.00","0.00","0.00","0.00","0.00","1.51","0.00","23.00","0.20","","","","13.50","","","13.50","","13.50","10.00","13.50","8.72","0.00","0.00","4.86","0.00","4.86","13.58","46.14","","","","","","","","","","","","","","","","","","","","","54.00","14.21","","54.32","14.29","","25.38","6.68","","","","25.53","6.72","","","","","2.00","190.00","3.11","0.00","810.87","0.00","0.00","0.00","810.87","810.87","","810.87","","3.11","3.61","3.11","8.00","8.00","0.00","0.00","997.98","0.00","0.00","897.98","0.00","100.00","0.00","0.00","no","yes","yes","yes","yes","no","no","yes","no","yes","83.00"
"Africa","Northern Africa","MRT","MR","478","Mauritania","No","2025","1019.13","4768.42","103070.00","615.47","0.00","403.66","0.00","0.00","403.66","0.00","0.00","0.00","0.00","0.00","1.51","0.00","23.00","0.20","","","","13.50","","","13.50","","13.50","10.00","13.50","8.31","0.00","0.00","5.45","0.00","5.45","13.76","47.68","","","","","","","","","","","","","","","","","","","","","54.00","14.25","","55.03","14.52","","25.38","6.70","","","","25.87","6.83","","","","","2.00","194.00","3.11","0.00","820.02","0.00","0.00","0.00","820.02","820.02","","820.02","","3.11","7.11","3.11","","","","","","","","","","","","","no","yes","yes","yes","yes","no","no","yes","no","yes","83.00"
"Africa","Eastern and Southern Africa","MUS","MU","480","Mauritius","No","1990","41.07","17.95","203.00","23.82","","17.25","17.25","17.25","0.00","","","","","","0.07","0.00","","","","","","55.80","","","82.79","120.00","120.00","27.86","","1.33","","","2.07","2.07","","3.40","0.50","","","","","","","","","","","","","","","","","","","","","119.48","30.69","","4.91","1.26","","56.16","14.43","","2.83","70.00","2.31","0.59","","0.12","2.87","30.00","12.32","17.25","8.63","2.87","0.00","0.00","0.00","0.00","12.32","28.75","28.75","5.40","0.00","12.13","5.63","5.63","17.72","","","0.00","23.35","0.00","0.00","23.35","0.00","0.00","0.00","0.00","yes","yes","no","yes","no","yes","no","yes","no","no",""
